Symbol	Description
IPF2.L	International Personal Finance Plc
IPLT.L	Ishares Physical Metals Plc
IPO.L	Ip Group Plc
IPOL.L	Ishares V Public Limited Company
IPOS.L	FTSE Renaissance US IPO Index
IPOSAP.L	FTSE Renaissance Asia Pacific Ex Japan I
IPOSC.L	FTSE Renaissance US IPO Capped Index
IPOSCN.L	FTSE Renaissance Canada IPO Index
IPOSE.L	FTSE Renaissance EMEA IPO Index
IPOSEC.L	FTSE Renaissance EMEA IPO Capped Index
IPOSEM.L	FTSE Renaissance Emerging Markets IPO
IPOSG.L	FTSE Renaissance Global IPO Index
IPOSGC.L	FTSE Renaissance Global IPO Capped Index
IPOSHKT.L	FTSE Renaissance Hong Kong/China Top IPO
IPOSLM.L	FTSE Renaissance Latin America IPO Index
IPOSNA.L	FTSE Renaissance North America IPO Index
IPOST.L	FTSE Renaissance US IPO Investable Index
IPOSXJ.L	FTSE Renaissance Global Ex Japan IPO Ind
IPOSXU.L	FTSE Renaissance Global Ex US IPO Index
IPOUSA.L	Renaissance IPO Index
IPOXUS.L	Ipox US Index
IPOXUSN.L	Ipox US Net Return Index
IPRP.L	Ishares Plc
IPRV.L	Ishares II Plc
IPU.L	Invesco Perpetual UK Smaller Companies I
IPX.L	Impax Asset Management Group Plc
IPXJ.L	Ishares III Plc
IQAI.L	Iq-Ai Limited
IQE.L	Iqe Plc
IQG.L	Iqgeo Group Plc
IRCP.L	Ishares V Public Limited
IRON.L	Ironveld Plc
IRR.L	Ironridge Resources Limi
IRSA.L	Ishares III Plc
IS15.L	Ishares Plc
ISAC.L	Ishares V Public Limited Company
ISAG.L	Ishares V Public Limited Company
ISDE.L	Ishares II Plc
ISDU.L	Ishares II Plc
ISDW.L	Ishares II Plc
ISEQ.L	Wisdomtree Issuer Plc
ISEU.L	Ishares II Plc
ISF.L	Ishares Plc
ISFD.L	Ishares Plc
ISFE.L	Ishares II Plc
ISFR.L	Ishares IV Plc
ISFU.L	Ishares Plc
ISJP.L	Ishares III Plc
ISLN.L	Ishares Physical Metals Plc
ISP6.L	Ishares III Plc
ISPY.L	Go Ucits ETF Solutions Plc
ISQE.L	Wisdomtree Issuer Plc
ISRL.L	Ishares IV Plc
ISUS.L	Ishares II Plc
ISWD.L	Ishares II Plc
ISX5.L	Ishares Vii Plc
ISXF.L	Ishares III Plc
ITEC.L	SSGA SPDR ETFS Europe II
ITEH.L	Ishares V Public Limited Company
ITEK.L	Hanetf Icav
ITEP.L	Hanetf Icav
ITKY.L	Ishares II Plc
ITM.L	Itm Power Plc
ITPG.L	Ishares II Plc
ITPS.L	Ishares II Plc
ITRK.L	Intertek Group Plc
ITV.L	Itv Plc
ITWN.L	Ishares Plc
ITX.L	Itaconix Plc
IUAA.L	Ishares II Plc
IUAE.L	Ishares II Plc
IUAG.L	Ishares II Plc
IUCB.L	SSGA SPDR ETFS Europe I Plc
IUCD.L	Ishares V Public Limited Company
IUCM.L	Ishares V Public Limited Company
IUCS.L	Ishares V Public Limited Company
IUES.L	Ishares V Public Limited Company
IUFS.L	Ishares V Public Limited Company
IUGA.L	Ishares II Plc
IUHC.L	Ishares V Public Limited Company
IUIS.L	Ishares V Public Limited Company
IUIT.L	Ishares V Public Limited Company
IUKD.L	Ishares Plc
IUKP.L	Ishares II Plc
IUMD.L	Ishares IV Plc
IUMF.L	Ishares IV Plc
IUMO.L	Ishares IV Plc
IUMS.L	Ishares V Public Limited Company
IUQA.L	Ishares IV Plc
IUQD.L	Ishares IV Plc
IUQF.L	Ishares IV Plc
IUSA.L	Ishares Plc
IUSE.L	Ishares V Public Limited Company
IUSF.L	Ishares IV Plc
IUSP.L	Ishares II Plc
IUSU.L	Ishares V Public Limited Company
IUSZ.L	Ishares IV Plc
IUUS.L	Ishares V Public Limited Company
IUVD.L	Ishares IV Plc
IUVF.L	Ishares IV Plc
IUVL.L	Ishares IV Plc
IVI.L	Invesco Income Growth Trust Plc
IVPB.L	Invesco Perpetual Select Trust Plc
IVPG.L	Invesco Perpetual Select Trust Plc
IVPM.L	Invesco Perpetual Select Trust Plc
IVPU.L	Invesco Perpetual Select Trust Plc
IWDA.L	Ishares III Plc
IWDE.L	Ishares V Public Limited Company
IWDG.L	Ishares III Plc
IWDP.L	Ishares II Plc
IWFM.L	Ishares IV Plc
IWFQ.L	Ishares IV Plc
IWFS.L	Ishares IV Plc
IWFV.L	Ishares IV Plc
IWG.L	Iwg Plc
IWMO.L	Ishares IV Plc
IWQU.L	Ishares IV Plc
IWRD.L	Ishares Plc
IWSZ.L	Ishares IV Plc
IWVG.L	Ishares IV Plc
IWVL.L	Ishares IV Plc
IWVU.L	Ishares IV Plc
IXI.L	Ixico Plc
J13U.L	Jpmorgan ETFS [Ireland] Icav
JAM.L	Jpmorgan American Investment Trust Plc
JAN.L	Jangada Mines Plc
JAPAN.L	FTSE All-World Index Japan
JARA.L	Jpmorgan Global Core Real Assets Limited
JAY.L	Bluejay Mining Plc
JCH.L	Jpmorgan Claverhouse Investment Trust Pl
JD.L	JD Sports Fashion
JDG.L	Judges Scientific Plc
JDIV.L	JP Morgan US Dividend Index
JDS.L	Jardine Strategic Holdin
JDW.L	Wetherspoon [ J.D.] Plc
JEFI.L	Jupiter Emerging & Frontier Income Trust
JEL.L	Jersey Electricity Plc
JELS.L	Jpmorgan ETFS [Ireland] Icav
JEMI.L	Jpmorgan Global Emerging Markets Income
JEO.L	Jupiter European Opportunities Trust Plc
JERE.L	Jpmorgan ETFS (Ireland) Icav
JESC.L	Jpmorgan Euro Small Co. Trust Plc
JEST.L	Jpmorgan ETFS [Ireland] Icav
JETG.L	Jpmorgan European Investment Trust Plc
JETI.L	Jpmorgan European Investment Trust Plc
JFJ.L	Jpmorgan Japanese Investment Trust Plc
JGC.L	Jupiter Green Investment Trust Plc
JGRE.L	Jpmorgan ETFS (Ireland) Icav
JGSA.L	Jpmorgan ETFS (Ireland) Icav
JGST.L	Jpmorgan ETFS [Ireland] Icav
JHD.L	James Halstead Plc
JHEF.L	Fundlogic Alternatives Plc
JII.L	Jpmorgan Indian Investment Trust Plc
JIM.L	Jarvis Securities Plc
JKX.L	Jkx Oil & Gas Plc
JLEN.L	John Laing Environmental
JLES.L	Jpmorgan ETFS [Ireland] Icav
JLG.L	John Laing Group Plc
JLH.L	John Lewis of Hungerford Plc
JLP.L	Jubilee Platinum Plc
JLSE.L	Jpmorgan ETFS [Ireland] Icav
JLSP.L	Jpmorgan ETFS [Ireland] Icav
JMAT.L	Johnson Matthey Plc
JMBA.L	Jpmorgan ETFS (Ireland) Icav
JMBE.L	Jpmorgan ETFS (Ireland) Icav
JMF.L	Jpmorgan Mid Capital Investment Trust Pl
JMFP.L	Jpmorgan ETFS [Ireland] Icav
JMG.L	Jpmorgan Emerging Markets Investment Tru
JMI.L	Jpmorgan Smaller Companies Investment TR
JMIN.L	JP Morgan US Minimum Volatility Index
JMOM.L	JP Morgan US Momentum Factor Index
JMRE.L	Jpmorgan ETFS (Ireland) Icav
JNEO.L	Journeo Plc
JNKE.L	SSGA SPDR ETFS Europe I Plc
JNKS.L	SSGA SPDR ETFS Europe I
JOG.L	Jersey Oil and Gas Plc
JOUL.L	Joules Group Plc
JP2E.L	Leverage Shares Public Limited Company
JPB.L	Jpmorgan Brazil Investment Trust Plc
JPE.L	Jpmorgan Elect Plc
JPEA.L	Ishares II Plc
JPEC.L	Jpmorgan Elect Plc
JPEE.L	Ishares II Plc
JPEH.L	SSGA SPDR ETFS Europe I Plc
JPEI.L	Jpmorgan Elect Plc
JPEL.L	J.P. Morgan Private Equity Ld
JPFM.L	Jpmorgan ETFS [Ireland] Icav
JPGERA.L	JP Morgan Diversified Factor Global Deve
JPGERAN.L	JP Morgan Diversified Factor Global Deve
JPGL.L	Jpmorgan ETFS (Ireland) Icav
JPHG.L	Amundi ETF
JPJP.L	SSGA SPDR ETFS Europe I Plc
JPLG.L	Jpmorgan ETFS (Ireland) Icav
JPM2.L	Leverage Shares Public Limited Company
JPMB.L	Jpmorgan ETFS [Ireland] Icav
JPMF.L	Jpmorgan ETFS [Ireland] Icav
JPNL.L	Lyxor International Asse
JPNU.L	Lyxor International Asse
JPNY.L	Amundi ETF
JPS.L	Jpmorgan Japan Smaller CO Tst Plc
JPSA.L	Jpmorgan ETFS (Ireland) Icav
JPSR.L	UBS ETF
JPST.L	Jpmorgan ETFS [Ireland] Icav
JPTS.L	Jpmorgan ETFS [Ireland] Icav
JPUS.L	Jpmorgan ETFS (Ireland) Icav
JPX4.L	Multi Units France
JPXG.L	Multi Units France
JPXU.L	Multi Units France
JPXX.L	Multi Units France
JQUA.L	JP Morgan US Quality Factor Index
JRBU.L	Jpmorgan ETFS (Ireland) Icav
JREE.L	Jpmorgan ETFS (Ireland) Icav
JREG.L	Jpmorgan ETFS (Ireland) Icav
JREM.L	Jpmorgan ETFS (Ireland) Icav
JREU.L	Jpmorgan ETFS (Ireland) Icav
JRS.L	Jpmorgan Russian Securities Plc
JRUB.L	Jpmorgan ETFS (Ireland) Icav
JSE.L	Jadestone Energy Inc
JSET.L	Jpmorgan ETFS [Ireland] Icav
JSG.L	Johnson Service Group Plc
JTC.L	Jtc Plc
JUKG.L	Jupiter UK Growth Investment Trust Plc
JULCD.L	Just US Large Cap Diversified Index
JUP.L	Jupiter Fund Management Plc
JUS.L	Jupiter US Smaller Compa
JUSC.L	Jpmorgan US Smaller Co. Inv Tst Plc
JUST.L	Just Group Plc
JVAL.L	JP Morgan US Value Factor Index
JWNG.L	Jaywing Plc
JZCP.L	Jz Capital Partners Limited
JZCZ.L	Jz Capital Partners Limited
K3C.L	K3 Capital Group Plc
KAP.L	Joint Stock Company National Atomic Comp
KAPE.L	Kape Technologies Plc
KAT.L	Katoro Gold Plc
KAV.L	Kavango Resources Plc
KAY.L	Kings Arms Yard Vct Plc
KAZ.L	Kaz Minerals Plc
KBA.L	Kraneshares Icav
KBT.L	K3 Business Technology Group Plc
KCEL.L	Kcell Joint Stock Compan
KCR.L	K&C REIT Plc
KCT.L	Kin and Carta Plc
KDNC.L	Cadence Minerals Plc
KDR.L	Karelian Diamond Resources Plc
KEFI.L	Kefi Minerals Plc
KETL.L	Strix Group Plc
KEYS.L	Keystone Law Group Plc
KGF.L	Kingfisher Plc
KGH.L	Knights Group Holdings Plc
KGP.L	Kingspan Group Plc
KIBO.L	Kibo Mining Plc
KIE.L	Kier Group Plc
KIT.L	Keystone Investment Trust Plc
KLR.L	Keller Group Plc
KLWD.L	Wisdomtree Issuer Plc
KMK.L	Kromek Group Plc
KMR.L	Kenmare Resources Plc
KNM.L	Konami Corporation
KNOS.L	Kainos Group Plc
KOD.L	Kodal Minerals Plc
KOS.L	Kosmos Energy Ltd
KP2.L	Kore Potash Plc
KRM.L	Krm22 Plc
KRPZ.L	Kropz Plc
KRS.L	Keras Resources Plc
KRW.L	Lyxor International Asse
KRWL.L	Lyxor International Asse
KUW8.L	Hanetf Icav
KUWP.L	Hanetf Icav
KWEB.L	Kraneshares Icav
KWG.L	Kingswood Holdings Limited
KWS.L	Keywords Studios Plc
KYGA.L	Kerry Group Plc
KZG.L	Kazera Global Plc
L100.L	Multi Units France
L6EW.L	Ossiam Lux
LAGR.L	ETFS Commodity Securities Limited
LALU.L	ETFS Commodity Securities Limited
LAM.L	Lamprell Plc
LAND.L	Land Securities Group Plc
LAS.L	London & Associated Properties Plc
LAUS.L	Multi Units Luxembourg
LAUU.L	Multi Units Luxembourg
LBE.L	Longboat Energy Plc
LBOW.L	Icg-Longbow Senior Secur
LBRT.L	ETFS Commodity Securities Limited
LBUL.L	ETFS Commodity Securities Limited
LCAL.L	Multi Units Luxembourg
LCAN.L	Multi Units Luxembourg
LCAS.L	Multi Units Luxembourg
LCAU.L	Multi Units Luxembourg
LCCN.L	Multi Units Luxembourg
LCFE.L	ETFS Commodity Securities Limited
LCJD.L	Multi Units Luxembourg
LCJG.L	Multi Units Luxembourg
LCJP.L	Multi Units Luxembourg
LCOC.L	ETFS Commodity Securities Limited
LCOP.L	ETFS Commodity Securities Limited
LCOR.L	ETFS Commodity Securities Limited
LCPE.L	Ossiam Lux
LCRP.L	SSGA SPDR ETFS Europe I Plc
LCRW.L	Ossiam Lux
LCUD.L	Multi Units Luxembourg
LCUK.L	Multi Units Luxembourg
LCUS.L	Multi Units Luxembourg
LCWD.L	Multi Units Luxembourg
LCWL.L	Multi Units Luxembourg
LDCU.L	Pimco Fixed Income Sourc
LDSG.L	Leeds Group Plc
LEED.L	ETFS Commodity Securities Limited
LEGR.L	First Trust Global Funds Public Limited
LEK.L	Lekoil Limited
LEMB.L	Multi Units France
LEMD.L	Lyxor International Asse
LEML.L	Lyxor International Asse
LEMV.L	Ossiam Lux
LESG.L	Multi Units Luxembourg
LESU.L	Multi Units Luxembourg
LESW.L	Multi Units Luxembourg
LEU3.L	ETFS Foreign Exchange Li
LEUR.L	ETFS Foreign Exchange Limited
LFI.L	London Finance & Investment Group Plc
LGAG.L	Legal & General Ucits ETF Public Limited
LGAP.L	Legal & General Ucits ETF Public Limited
LGB3.L	ETFS Foreign Exchange Li
LGBP.L	ETFS Foreign Exchange Limited
LGCF.L	Source Markets Public Limited Company
LGCU.L	Source Markets Public Limited Company
LGEG.L	Legal & General Ucits ETF Public Limited
LGEN.L	Legal & General Group Plc
LGEU.L	Legal & General Ucits ETF Public Limited
LGGG.L	Legal & General Ucits ETF Public Limited
LGGL.L	Legal & General Ucits ETF Public Limited
LGJG.L	Legal & General Ucits ETF Public Limited
LGJP.L	Legal & General Ucits ETF Public Limited
LGLD.L	Lg Electronics Inc
LGRS.L	Loungers Plc
LGUG.L	Legal & General Ucits ETF Public Limited
LGUK.L	Legal & General Ucits ETF Public Limited
LGUS.L	Legal & General Ucits ETF Public Limited
LID.L	Lidco Group Plc
LIO.L	Liontrust Asset Management Plc
LIT.L	Litigation Capital Management Limited
LIV.L	Livermore Investments Group Limited
LIV1.L	Lendinvest Secured Income Plc
LIX.L	FTSE Actuaries 350 Low Yield
LJP3.L	ETFS Foreign Exchange Li
LJPY.L	ETFS Foreign Exchange Limited
LKOD.L	Lukoil [Oao]
LKOH.L	Lukoil [Oao]
LLOY.L	Lloyds Banking Group Plc
LLPC.L	Lloyds Banking Group Plc
LLPD.L	Lloyds Banking Group Plc
LME.L	Limitless Earth Plc
LMMV.L	Ossiam Lux
LMP.L	Londonmetric Property Pl
LMS.L	Lms Capital Plc
LND.L	Landore Resources Limited
LNGA.L	ETFS Commodity Securities Limited
LNIK.L	ETFS Commodity Securities Limited
LNTA.L	Lenta Ltd
LOCK.L	Ishares IV Plc
LOGP.L	Lansdowne Oil & Gas Plc
LOIL.L	ETFS Commodity Securities Limited
LOK.L	Lok'n Store Group Plc
LOOK.L	Lookers Plc
LOOP.L	Loopup Group Plc
LOWE.L	SSGA SPDR ETFS Europe II
LOWV.L	SSGA SPDR ETFS Europe I
LPA.L	Lpa Group Plc
LPET.L	ETFS Commodity Securities Limited
LPLA.L	ETFS Commodity Securities Limited
LQDA.L	Ishares Plc
LQDE.L	Ishares Plc
LQDG.L	Ishares Plc
LQDH.L	Ishares Plc
LQDS.L	Ishares Plc
LQEE.L	Ishares Plc
LQGH.L	Ishares Plc
LQQ3.L	Boost Issuer Public Limited Company
LQQS.L	Boost Issuer Public Limited Company
LRE.L	Lancashire Holdings Limited
LSAA.L	Life Settlement Assets Plc
LSAI.L	Location Sciences Group Plc
LSC.L	London Security Plc
LSE.L	London Stock Exchange Group Plc
LSE1.L	London Stock Exchange Gr
LSIL.L	ETFS Commodity Securities Limited
LSL.L	Lsl Property Services Plc
LSPU.L	Multi Units Luxembourg
LSPX.L	Multi Units Luxembourg
LSRG.L	Ojsc Lsr Group
LSUG.L	ETFS Commodity Securities Limited
LTAM.L	Ishares II Plc
LTG.L	Learning Technologies Gr
LTHM.L	Latham [James] Plc
LTI.L	Lindsell Train Investment Trust Plc
LTMU.L	Lyxor International Asse
LTOD.L	Larsen and Toubro Limite
LUCE.L	Luceco Plc
LUD5.L	ETFS Foreign Exchange Limited
LUK2.L	Go Ucits ETF Solutions P
LUSC.L	SSGA SPDR ETFS Europe I Plc
LUTR.L	SSGA SPDR ETFS Europe I Plc
LUXG.L	Amundi ETF
LUXU.L	Amundi ETF
LVCG.L	Live Company Group Plc
LVFIDN.L	FTSE Indonesia Low Volatility Factor Ind
LWB.L	Low & Bonar Plc
LWDB.L	Law Debenture Corporation Plc
LWEA.L	ETFS Commodity Securities Limited
LWI.L	Lowland Investment Company Plc
LWMV.L	Ossiam Lux
LXI.L	Lxi REIT Plc
M0EB.L	FTSE Euromid Eurobloc
M0X.L	FTSE Euromid
M0XU.L	FTSE Euromid Ex UK
M9SV.L	Market Access
MAB.L	Mitchells & Butlers Plc
MAB1.L	Mortgage Advice Bureau [
MAC.L	Marechale Capital Plc
MACF.L	Macfarlane Group Plc
MAFL.L	Mineral & Financial Investment Ltd
MAGI.L	SSGA SPDR ETFS Europe II
MAI.L	Maintel Holdings Plc
MAIL.L	Mail.Ru Group Limited
MAJE.L	Majedie Investments Plc
MANO.L	Manolete Partners Plc
MARS.L	Marston's Plc
MATD.L	Petro Matad Limited
MATE.L	Jpmorgan Multi-Asset Trust Plc
MATW.L	Multi Units Luxembourg
MAV4.L	Maven Income & Growth Vc
MBH.L	Michelmersh Brick Holdings Plc
MBO.L	Mobilityone Limited
MBT.L	Mobile Tornado Group Plc
MCB.L	Mcbride Plc
MCIX.L	FTSE Mid 250 [Exit]
MCKS.L	Mckay Securities Plc
MCL.L	Morses Club Plc
MCLS.L	Mccoll's Retail Group Pl
MCM.L	Mc Mining Ltd
MCON.L	Mincon Group Plc
MCRO.L	Micro Focus International Plc
MCS.L	Mccarthy & Stone Plc
MCT.L	Middlefield Canadian Income Pcc
MCX.L	FTSE Mid 250
MCXI1X.L	FTSE 250 Daily Short Str
MCXI2X.L	FTSE 250 Daily Super Sho
MCXI3X.L	FTSE 250 Daily Ultra Sho
MCXL2X.L	FTSE 250 Daily Leveraged
MCXL3X.L	FTSE 250 Daily Super Lev
MCXL4X.L	FTSE 250 Daily Ultra Lev
MCXNUK.L	FTSE 250 Net Dividend Index
MCXNUKEU.L	FTSE 250 Net Tax EUR Ind
MDBU.L	UBS ETF
MDC.L	Mediclinic International Plc
MDMG.L	MD Medical Group Investm
MDZ.L	Mediazest Plc
MED.L	Medaphor Group Plc
MED1.L	FTSE Med 100
MEL.L	Mitsubishi Electric Corporation
MER.L	Mears Group Plc
MERC.L	Mercia Asset Management Plc
MERI.L	Merian Chrysalis Investment Company Limi
MESG.L	Multi Units Luxembourg
MEUD.L	Lyxor Index Fund
MEUG.L	Lyxor International Asse
MEUU.L	Lyxor International Asse
MFDD.L	Lyxor Index Fund
MFEX.L	Multi Units Luxembourg
MFX.L	Manx Financial Group Plc
MGAM.L	Morgan Crucible CO Plc
MGCI.L	M&G Credit Income Investment Trust Plc
MGGT.L	Meggitt Plc
MGNS.L	Morgan Sindall Group Plc
MGNT.L	Ojsc Magnit
MGP.L	Medica Group Plc
MGTU.L	Lyxor International Asse
MHID.L	Mahindra & Mahindra Limi
MHM.L	Marsh & Mclennan Cos. Inc
MHN.L	Menhaden Capital Plc
MHPC.L	Mhp S.A
MIBX.L	Lyxor International Asse
MIDD.L	Ishares Plc
MIDW.L	Midwich Group Plc
MIG.L	Mobeus Income & Growth 2 Vct Plc
MIG1.L	Maven Income & Growth Vc
MIG3.L	Maven Income and Growth
MIG4.L	Mobeus Income & Growth 4
MIG5.L	Maven Income and Growth
MIGO.L	Miton Global Opportunities Plc
MIL.L	Myanmar Investments Inte
MIN.L	Minoan Group Plc
MIND.L	Mind Gym Plc
MINI.L	Miton UK Microcap Trust
MINT.L	Pimco Fixed Income Source ETFS Plc
MINV.L	Ishares Vi Plc [The Comp
MIRA.L	Mirada Plc
MIRI.L	Mirriad Advertising Plc
MIST.L	Pimco Fixed Income Source ETFS Plc
MIVO.L	Amundi ETF
MIX.L	Mobeus Income & Growth Vct Plc
MJH.L	Mj Hudson Group Plc
MKA.L	Mkango Resources Ltd
MKS.L	Marks and Spencer Group Plc
MKUW.L	Invesco Markets Plc
MLPD.L	Source Markets Public Li
MLPI.L	Go Ucits ETF Solutions P
MLPP.L	Source Markets Public Li
MLPQ.L	Source Markets Public Li
MLPS.L	Source Markets Public Li
MLPX.L	Go Ucits ETF Solutions P
MLVN.L	Malvern International Plc
MMC.L	Management Consulting Group Plc
MMH.L	Marshall Motor Holdings
MMIT.L	Mobius Investment Trust Plc
MMK.L	Ojsc Magnitogorsk Iron &
MMM.L	Minnesotta M&M
MMS.L	Lyxor Index Fund
MMX.L	Minds + Machines Group L
MN1X.L	FTSE Global 100 Index
MNDI.L	Mondi Plc
MNG.L	M&G Plc
MNKS.L	Monks Investment Trust Plc
MNL.L	Manchester & London Investment Trust Plc
MNO.L	Maestrano Group Plc
MNOD.L	Mmc Norilsk Nickel
MNP.L	Martin Currie Global Portfolio Trust Plc
MNRG.L	Metalnrg Plc
MNZS.L	Menzies[John] Plc
MOAT.L	Market Vectors Ucits ETFS Plc
MOGB.L	Vaneck Vectors Ucits ETFS Plc
MOGP.L	Mountfield Group Plc
MONY.L	Moneysupermarket.com Group Plc
MOS.L	Mobile Streams Plc
MOSB.L	Moss Bros Group Plc
MOTR.L	Motorpoint Group Plc
MPAC.L	Mpac Group Plc
MPE.L	M.P. Evans Group Plc
MPH.L	Mereo Biopharma Group Limited
MPL.L	Mercantile Ports & Logistics Limited
MPLS.L	Marble Point Loan Financing Limited
MPO.L	Macau Property Opportunities Fund Limite
MRC.L	Mercantile Investment Trust [The] Plc
MRCH.L	Merchants Trust Plc
MRL.L	Marlowe Holdings Limited
MRO.L	Melrose Plc
MRW.L	Morrison [Wm] Supermarkets Plc
MSAP.L	Invesco Markets Plc
MSAU.L	Invesco Markets Plc
MSDG.L	Amundi Index Solutions
MSDU.L	Amundi Index Solutions
MSED.L	Lyxor Index Fund
MSEU.L	Lyxor International Asse
MSEX.L	Lyxor International Asse
MSF2.L	Leverage Shares Public Limited Company
MSFE.L	Leverage Shares Public Limited Company
MSI.L	MS International Plc
MSLH.L	Marshalls Plc
MSMN.L	Mosman Oil and Gas Limit
MSRG.L	Amundi Index Solutions
MSRU.L	Amundi Index Solutions
MSYS.L	Microsaic Systems Plc
MTC.L	Mothercare Plc
MTE.L	Montanaro European Smaller C. Tst Plc
MTFB.L	Motif Bio Plc
MTMY.L	Matomy Media Group Ltd
MTO.L	Mitie Group Plc
MTPH.L	Midatech Pharma Plc
MTR.L	Metal Tiger Plc
MTRL.L	SSGA SPDR ETFS Europe II
MTRO.L	Metro Bank Plc
MTU.L	Montanaro UK Smaller Companies Investmen
MTVW.L	Mountview Estates Plc
MTW.L	Mattioli Woods Plc
MTXX.L	Multi Units France
MUL.L	Mulberry Group Plc
MUST.L	Mustang Energy Plc
MUT.L	Murray Income Trust Plc
MV1X.L	FTSE Mv Exchanges Index
MVAE.L	Multi Units Luxembourg
MVAU.L	Multi Units France
MVED.L	Ishares Vi Plc
MVEU.L	Ishares Vi Plc [The Comp
MVEX.L	Multi Units Luxembourg
MVI.L	Marwyn Value Investors Limited
MVOL.L	Ishares Vi Plc [The Comp
MVUS.L	Ishares Vi Plc [The Comp
MWE.L	Mti Wireless Edge Ltd
MWG.L	Modern Water Plc
MWRD.L	Amundi ETF
MWY.L	Mid-Wynd International Investment Trust
MXCT.L	Maxcyte Inc
MXEU.L	Source Markets Public Li
MXFP.L	Source Markets Public Li
MXFS.L	Source Markets Public Limited Company
MXJP.L	Source Markets Public Limited Company
MXUK.L	Source Markets Public Limited Company
MXUS.L	Source Markets Public Limited Company
MXWO.L	Source Markets Public Limited Company
MXWS.L	Source Markets Public Li
MYI.L	Murray International Trust Plc
MYSL.L	Mysale Group Plc
MYX.L	Mycelx Technologies Corporation
N098.L	Namibia Local Index
N099.L	Namibia Overall Index
N135.L	Namibia Chemicals Index
N177.L	Namibia Africa Minning I
N272.L	Namibia Africa Genaral I
N30X.L	FTSE Norex 30 Index
N30XN.L	FTSE Nordic 30
N30XU.L	FTSE Nordic 30 Index [Us
N30XWMN.L	FTSE Nordic 30 Wm Net Tax Index
N353.L	Namibia Beverages Index
N357.L	Namibia Africa Food Prod
N400.L	Source Markets Public Li
N453.L	Ftse/Namibian Overall In
N4P.L	N4 Pharma Plc
N4US.L	Source Markets Public Li
N510.L	Namibia Basic Materials
N520.L	Namibia Africa Industria
N530.L	Namibia Consumer Goods I
N533.L	Namibia Africa Food&Drug
N537.L	Namibia Africa General R
N540.L	Ftse/Namibian Overall In
N550.L	Namibia Consumer Service
N580.L	Namibia Africa Financial
N835.L	Namibia Banks Index
N853.L	Namibia Africa Nonlife I
N857.L	Namibia Africa Life Insu
N863.L	Namibia Real Estate Inve
N867.L	Ftse/Namibian Overall In
N877.L	Namibia Africa Genaral F
NAH.L	Nahl Group Plc
NAIT.L	North American Income Trust [The] Plc
NAK.L	Nakama Group Plc
NANO.L	Nanoco Group Plc
NAR.L	Northamber Plc
NAS.L	North Atlantic Smaller Companies Investm
NASD.L	Lyxor International Asset Management
NASL.L	Lyxor International Asset Management
NAXUKN.L	FTSE Custom 150 Equally Weighted Discoun
NBB.L	Norman Broadbent Plc
NBDD.L	Nb Distressed Debt Investment Fund Limit
NBDG.L	Nb Distressed Debt Inves
NBDX.L	Nb Distressed Debt Inves
NBI.L	Northbridge Industrial Services Plc
NBLS.L	Nb Global Floating Rate Income Fund Limi
NBLU.L	Nb Global Floating Rate Income Fund Limi
NBPE.L	Nb Private Equity Partners Limited
NBPP.L	Nb Private Equity Partners Limited
NBPS.L	Nb Private Equity Partners Limited
NBPU.L	Nb Private Equity Partners Limited
NCC.L	Ncc Group Plc
NCCL.L	Ncondezi Coal Company Limited
NCSP.L	Public Joint Stock Compa
NCYF.L	New City High Yield Fund Limited
NCYT.L	Novacyt S.A.
NDIA.L	Ishares IV Plc
NDKX.L	FTSE Denmark 20 Index
NDUS.L	SSGA SPDR ETFS Europe II
NESF.L	Nextenergy Solar Fund Li
NET.L	Netcall Plc
NETW.L	Network International Holdings Plc
NEX.L	National Express Group Plc
NEXS.L	Nexus Infrastructure Plc
NFC.L	Next Fifteen Communications Group Plc
NFIX.L	FTSE Finland 25 Index
NFL2.L	Leverage Shares Public Limited Company
NFLE.L	Leverage Shares Public Limited Company
NFX.L	Nuformix Plc
NG.L	NATIONAL GRID TRACO ord gbp0.10
NG1Q.L	National Grid Plc
NGAS.L	ETFS Commodity Securities Limited
NGSP.L	ETFS Commodity Securities Limited
NICK.L	ETFS Commodity Securities Limited
NICL.L	Nichols Plc
NJXE.L	Nomura Next Funds Irelan
NLB.L	Nova Ljubljanska Banka D.D. Ljubljana
NLMK.L	Ojsc Novolipetsk Steel
NMCN.L	Nmcn Plc
NMIX.L	FTSE Actuaries 350 [Exit]
NMIXNUK.L	FTSE 350 Ex Investment T
NMX.L	FTSE Actuaries 350
NMX0530.L	FTSE 350 Oil & Gas Produ
NMX0570.L	FTSE 350 Oil Equipment &
NMX1350.L	FTSE 350 Chemicals
NMX1730.L	FTSE 350 Forestry & Pape
NMX1750.L	FTSE 350 Industrial Meta
NMX1770.L	FTSE 350 Mining
NMX2350.L	FTSE 350 Construction &
NMX2710.L	FTSE 350 Aerospace & Def
NMX2720.L	FTSE 350 General Industr
NMX2730.L	FTSE 350 Electronic & El
NMX2750.L	FTSE 350 Industrial Engi
NMX2770.L	FTSE 350 Industrial Tran
NMX2790.L	FTSE 350 Support Service
NMX3350.L	FTSE 350 Automobiles & P
NMX3530.L	FTSE 350 Beverages
NMX3570.L	FTSE 350 Food Producers
NMX3720.L	FTSE 350 Household Goods
NMX3740.L	FTSE 350 Index - Leisure Goods
